"scientific_name","fishing_entity","gear","sector","year","tonnes"
"Scylla serrata","Philippines","bottom trawl","Industrial",2014,0.137288513
"Scomberoides","Philippines","bottom trawl","Industrial",2018,0.136502001598935
"Dussumieria","Philippines","bottom trawl","Industrial",2017,0.13564054263377
"Elagatis bipinnulata","Philippines","bottom trawl","Industrial",2016,0.135333374985149
"Mollusca","Philippines","bottom trawl","Industrial",2015,0.132784178094235
"Chirocentrus","Philippines","bottom trawl","Industrial",2015,0.132263422899315
"Acanthuridae","Philippines","bottom trawl","Industrial",2017,0.13225182312117
"Mollusca","Philippines","bottom trawl","Industrial",2018,0.13055237053892
"Chirocentrus","Philippines","bottom trawl","Industrial",2018,0.130040367701493
"Scatophagus","Philippines","bottom trawl","Industrial",2014,0.125975637
"Sepia","Philippines","bottom trawl","Industrial",2014,0.120897428
"Perna viridis","Philippines","bottom trawl","Industrial",2018,0.120717019649536
"Pteriomorphia","Philippines","bottom trawl","Industrial",2014,0.120353213
"Echinoidea","Philippines","bottom trawl","Industrial",2014,0.116948466
"Decapterus","Philippines","bottom trawl","Industrial",2015,0.114964330571804
"Priacanthus macracanthus","Philippines","bottom trawl","Industrial",2014,0.114312423
"Scomberoides","Philippines","bottom trawl","Industrial",2016,0.11366890870927
"Decapterus","Philippines","bottom trawl","Industrial",2018,0.113032034654928
"Scylla serrata","Philippines","bottom trawl","Industrial",2015,0.112402327363012
"Ambassidae","Philippines","bottom trawl","Industrial",2014,0.111115158
"Elagatis bipinnulata","Philippines","bottom trawl","Industrial",2017,0.110801596018176
"Scylla serrata","Philippines","bottom trawl","Industrial",2018,0.11051309329158
"Mollusca","Philippines","bottom trawl","Industrial",2016,0.108714490127934
"Chirocentrus","Philippines","bottom trawl","Industrial",2016,0.108288131835027
"Scatophagus","Philippines","bottom trawl","Industrial",2015,0.103140128345936
"Scatophagus","Philippines","bottom trawl","Industrial",2018,0.101406571194902
"Mene maculata","Philippines","bottom trawl","Industrial",2014,0.100142417
"Sepia","Philippines","bottom trawl","Industrial",2015,0.0989824425079932
"Pteriomorphia","Philippines","bottom trawl","Industrial",2015,0.098536876673943
"Sepia","Philippines","bottom trawl","Industrial",2018,0.0973187672450318
"Pteriomorphia","Philippines","bottom trawl","Industrial",2018,0.096880690278501
"Echinoidea","Philippines","bottom trawl","Industrial",2015,0.0957493058318708
"Perna viridis","Philippines","bottom trawl","Industrial",2014,0.0943635309999999
"Scomber australasicus","Philippines","bottom trawl","Industrial",2014,0.0942512869999999
"Decapterus","Philippines","bottom trawl","Industrial",2016,0.0941248329461591
"Priacanthus macracanthus","Philippines","bottom trawl","Industrial",2015,0.0935910961406501
"Scomberoides","Philippines","bottom trawl","Industrial",2017,0.0930642312290927
"Scylla serrata","Philippines","bottom trawl","Industrial",2016,0.0920272421296366
"Priacanthus macracanthus","Philippines","bottom trawl","Industrial",2018,0.0920180369838024
"Stromateidae","Philippines","bottom trawl","Industrial",2014,0.091186674
"Ambassidae","Philippines","bottom trawl","Industrial",2015,0.090973397258768
"Eleutheronema tetradactylum","Philippines","bottom trawl","Industrial",2014,0.089574437
"Ambassidae","Philippines","bottom trawl","Industrial",2018,0.0894443359572741
"Mollusca","Philippines","bottom trawl","Industrial",2017,0.0890078963729318
"Chirocentrus","Philippines","bottom trawl","Industrial",2017,0.0886588237266998
"Balistidae","Philippines","bottom trawl","Industrial",2014,0.085360169
"Scatophagus","Philippines","bottom trawl","Industrial",2016,0.0844439949532278
"Mene maculata","Philippines","bottom trawl","Industrial",2015,0.0819896766071428
"Sepia","Philippines","bottom trawl","Industrial",2016,0.0810399696960672
"Pteriomorphia","Philippines","bottom trawl","Industrial",2016,0.0806751712452095
"Mene maculata","Philippines","bottom trawl","Industrial",2018,0.0806116114934789
"Echinoidea","Philippines","bottom trawl","Industrial",2016,0.0783929012704216
"Perna viridis","Philippines","bottom trawl","Industrial",2015,0.0772583248421095
"Scomber australasicus","Philippines","bottom trawl","Industrial",2015,0.0771664271837086
"Decapterus","Philippines","bottom trawl","Industrial",2017,0.077062895361348
"Priacanthus macracanthus","Philippines","bottom trawl","Industrial",2016,0.0766259086246283
"Scomber australasicus","Philippines","bottom trawl","Industrial",2018,0.0758694304578891
"Scylla serrata","Philippines","bottom trawl","Industrial",2017,0.0753455332524873
"Stromateidae","Philippines","bottom trawl","Industrial",2015,0.0746573347070873
"Ambassidae","Philippines","bottom trawl","Industrial",2016,0.0744827180477336
"Stromateidae","Philippines","bottom trawl","Industrial",2018,0.0734025102241837
"Eleutheronema tetradactylum","Philippines","bottom trawl","Industrial",2015,0.0733373459517968
"Eleutheronema tetradactylum","Philippines","bottom trawl","Industrial",2018,0.072104707599476
"Balistidae","Philippines","bottom trawl","Industrial",2015,0.0698869955664951
"Scatophagus","Philippines","bottom trawl","Industrial",2017,0.0691368955809695
"Balistidae","Philippines","bottom trawl","Industrial",2018,0.0687123500564682
"Mene maculata","Philippines","bottom trawl","Industrial",2016,0.0671274696731863
"Sepia","Philippines","bottom trawl","Industrial",2017,0.0663499154186779
"Pteriomorphia","Philippines","bottom trawl","Industrial",2017,0.0660512437082856
"Echinoidea","Philippines","bottom trawl","Industrial",2017,0.0641826790931001
"Perna viridis","Philippines","bottom trawl","Industrial",2016,0.0632537664795237
"Scomber australasicus","Philippines","bottom trawl","Industrial",2016,0.0631785270404553
"Priacanthus macracanthus","Philippines","bottom trawl","Industrial",2017,0.0627359878735265
"Stromateidae","Philippines","bottom trawl","Industrial",2016,0.0611242558675286
"Ambassidae","Philippines","bottom trawl","Industrial",2017,0.0609812918385159
"Eleutheronema tetradactylum","Philippines","bottom trawl","Industrial",2016,0.060043540479855
"Bivalvia","Philippines","bottom trawl","Industrial",2014,0.059108584
"Balistidae","Philippines","bottom trawl","Industrial",2016,0.0572186325105141
"Penaeus monodon","Philippines","bottom trawl","Industrial",2014,0.055693633
"Mene maculata","Philippines","bottom trawl","Industrial",2017,0.0549593237977471
"Coryphaena hippurus","Philippines","bottom trawl","Industrial",2014,0.05196916
"Perna viridis","Philippines","bottom trawl","Industrial",2017,0.0517878038647993
"Scomber australasicus","Philippines","bottom trawl","Industrial",2017,0.0517262030221896
"Stromateidae","Philippines","bottom trawl","Industrial",2017,0.0500443080377529
"Eleutheronema tetradactylum","Philippines","bottom trawl","Industrial",2017,0.04915949311454
"Bivalvia","Philippines","bottom trawl","Industrial",2015,0.0483940154157311
"Bivalvia","Philippines","bottom trawl","Industrial",2018,0.0475806195222352
"Balistidae","Philippines","bottom trawl","Industrial",2017,0.0468466540854255
"Clupanodon thrissa","Philippines","bottom trawl","Industrial",2018,0.0464553096855892
"Penaeus monodon","Philippines","bottom trawl","Industrial",2015,0.0455980902002288
"Penaeus monodon","Philippines","bottom trawl","Industrial",2018,0.0448316874358871
"Paralichthyidae","Philippines","bottom trawl","Industrial",2018,0.043898035989137
"Priacanthus","Philippines","bottom trawl","Industrial",2018,0.0433613924495463
"Coryphaena hippurus","Philippines","bottom trawl","Industrial",2015,0.0425487492902368
"Coryphaena hippurus","Philippines","bottom trawl","Industrial",2018,0.0418335991018438
"Bivalvia","Philippines","bottom trawl","Industrial",2016,0.0396216686857889
"Penaeus monodon","Philippines","bottom trawl","Industrial",2016,0.0373325587285511
"Rachycentron canadum","Philippines","bottom trawl","Industrial",2014,0.035809367
"Coryphaena hippurus","Philippines","bottom trawl","Industrial",2016,0.0348359695489218
"Panulirus","Philippines","bottom trawl","Industrial",2014,0.034319577
"Bivalvia","Philippines","bottom trawl","Industrial",2017,0.0324394786413223
"Penaeus monodon","Philippines","bottom trawl","Industrial",2017,0.0305653139221546
"Rachycentron canadum","Philippines","bottom trawl","Industrial",2015,0.0293182296338588
"Rachycentron canadum","Philippines","bottom trawl","Industrial",2018,0.0288254551582646
"Coryphaena hippurus","Philippines","bottom trawl","Industrial",2017,0.0285212795829904
"Panulirus","Philippines","bottom trawl","Industrial",2015,0.0280984933597277
"Panulirus","Philippines","bottom trawl","Industrial",2018,0.027626220216072
"Sardinella albella","Philippines","bottom trawl","Industrial",2014,0.02487404
"Rachycentron canadum","Philippines","bottom trawl","Industrial",2016,0.0240037362270424
"Panulirus","Philippines","bottom trawl","Industrial",2016,0.0230051006287666
"Megalops cyprinoides","Philippines","bottom trawl","Industrial",2014,0.022030516
"Sardinella albella","Philippines","bottom trawl","Industrial",2015,0.0203651419843627
"Sardinella albella","Philippines","bottom trawl","Industrial",2018,0.0200228489724622
"Rachycentron canadum","Philippines","bottom trawl","Industrial",2017,0.0196525970378516
"Panulirus","Philippines","bottom trawl","Industrial",2017,0.0188349833624248
"Chaetodontidae","Philippines","bottom trawl","Industrial",2014,0.018088356
"Megalops cyprinoides","Philippines","bottom trawl","Industrial",2015,0.018037060332952
"Megalops cyprinoides","Philippines","bottom trawl","Industrial",2018,0.0177338973049861
"Lactarius lactarius","Philippines","bottom trawl","Industrial",2014,0.017272033
"Ephippidae","Philippines","bottom trawl","Industrial",2014,0.017258428
"Sardinella albella","Philippines","bottom trawl","Industrial",2016,0.0166735680333973
"Platycephalus indicus","Philippines","bottom trawl","Industrial",2014,0.015741428
"Marine finfishes not identified","Philippines","bottom trawl","Industrial",2014,0.015176804
"Chaetodontidae","Philippines","bottom trawl","Industrial",2015,0.0148094930893399
"Megalops cyprinoides","Philippines","bottom trawl","Industrial",2016,0.0147674959897108
"Chaetodontidae","Philippines","bottom trawl","Industrial",2018,0.014560577993451
"Lactarius lactarius","Philippines","bottom trawl","Industrial",2015,0.0141411445629291
"Ephippidae","Philippines","bottom trawl","Industrial",2015,0.0141300052485795
"Lactarius lactarius","Philippines","bottom trawl","Industrial",2018,0.0139034630572234
"Ephippidae","Philippines","bottom trawl","Industrial",2018,0.0138925109869448
"Sardinella albella","Philippines","bottom trawl","Industrial",2017,0.0136511629124803
"Clupeiformes","Philippines","bottom trawl","Industrial",2014,0.013105385
"Platycephalus indicus","Philippines","bottom trawl","Industrial",2015,0.0128879907950782
"Platycephalus indicus","Philippines","bottom trawl","Industrial",2018,0.0126713721659757
"Marine finfishes not identified","Philippines","bottom trawl","Industrial",2015,0.012425716214168
"Chaetodontidae","Philippines","bottom trawl","Industrial",2016,0.0121249874297384
"Megalops cyprinoides","Philippines","bottom trawl","Industrial",2017,0.012090603112732
"Lactarius lactarius","Philippines","bottom trawl","Industrial",2016,0.0115777899373915
"Ephippidae","Philippines","bottom trawl","Industrial",2016,0.0115686698381653
"Haliotidae","Philippines","bottom trawl","Industrial",2014,0.010799272
"Clupeiformes","Philippines","bottom trawl","Industrial",2015,0.0107297815531866
"Platycephalus indicus","Philippines","bottom trawl","Industrial",2016,0.0105517944093164
"Clupeiformes","Philippines","bottom trawl","Industrial",2018,0.0105494377649869
"Marine finfishes not identified","Philippines","bottom trawl","Industrial",2016,0.0101733159935591
"Chaetodontidae","Philippines","bottom trawl","Industrial",2017,0.0099271000894108
"Lactarius lactarius","Philippines","bottom trawl","Industrial",2017,0.00947909267441925
"Ephippidae","Philippines","bottom trawl","Industrial",2017,0.0094716257687116
"Scyllaridae","Philippines","bottom trawl","Industrial",2014,0.00944553700000001
"Drepane punctata","Philippines","bottom trawl","Industrial",2014,0.008843499
"Haliotidae","Philippines","bottom trawl","Industrial",2015,0.00884169630331574
"Clupeiformes","Philippines","bottom trawl","Industrial",2016,0.00878480213140266
"Haliotidae","Philippines","bottom trawl","Industrial",2018,0.00869308694176797
"Platycephalus indicus","Philippines","bottom trawl","Industrial",2017,0.00863907858306369
"Marine finfishes not identified","Philippines","bottom trawl","Industrial",2017,0.00832920666470689
"Scyllaridae","Philippines","bottom trawl","Industrial",2015,0.00773335137536504
"Scyllaridae","Philippines","bottom trawl","Industrial",2018,0.0076033705605907
"Veneridae","Philippines","bottom trawl","Industrial",2014,0.007496566
"Drepane punctata","Philippines","bottom trawl","Industrial",2015,0.00724044424165465
"Haliotidae","Philippines","bottom trawl","Industrial",2016,0.0072389686729005
"Clupeiformes","Philippines","bottom trawl","Industrial",2017,0.00719238766468436
"Drepane punctata","Philippines","bottom trawl","Industrial",2018,0.00711874806832106
"Clupeidae","Philippines","bottom trawl","Industrial",2014,0.006833303
"Scyllaridae","Philippines","bottom trawl","Industrial",2016,0.00633153259536927
"Veneridae","Philippines","bottom trawl","Industrial",2015,0.00613766874621427
"Veneridae","Philippines","bottom trawl","Industrial",2018,0.0060345079740648
"Drepane punctata","Philippines","bottom trawl","Industrial",2016,0.00592797436658905
"Haliotidae","Philippines","bottom trawl","Industrial",2017,0.00592676627307175
"Clupeidae","Philippines","bottom trawl","Industrial",2015,0.00559463537192405
"Clupeidae","Philippines","bottom trawl","Industrial",2018,0.00550060142251794
"Tetraodontidae","Philippines","bottom trawl","Industrial",2014,0.005340113
"Scyllaridae","Philippines","bottom trawl","Industrial",2017,0.00518382044994446
"Veneridae","Philippines","bottom trawl","Industrial",2016,0.0050250981547312
"Drepane punctata","Philippines","bottom trawl","Industrial",2017,0.00485341491738442
"Clupeidae","Philippines","bottom trawl","Industrial",2016,0.00458050003125208
"Tetraodontidae","Philippines","bottom trawl","Industrial",2015,0.00437211460620235
"Tetraodontidae","Philippines","bottom trawl","Industrial",2018,0.00429862940995644
"Veneridae","Philippines","bottom trawl","Industrial",2017,0.00411420239651385
"Gastropoda","Philippines","bottom trawl","Industrial",2014,0.00399318
"Clupeidae","Philippines","bottom trawl","Industrial",2017,0.00375019624006074
"Tetraodontidae","Philippines","bottom trawl","Industrial",2016,0.00357958468407929
"Gastropoda","Philippines","bottom trawl","Industrial",2015,0.00326933911076197
"Gastropoda","Philippines","bottom trawl","Industrial",2018,0.00321438863268201
"Tegillarca granosa","Philippines","bottom trawl","Industrial",2014,0.003003388
"Tetraodontidae","Philippines","bottom trawl","Industrial",2017,0.00293071606410265
"Gastropoda","Philippines","bottom trawl","Industrial",2016,0.00267670847222144
"Tegillarca granosa","Philippines","bottom trawl","Industrial",2015,0.00245896623604162
"Tegillarca granosa","Philippines","bottom trawl","Industrial",2018,0.00241763617442692
"Gastropoda","Philippines","bottom trawl","Industrial",2017,0.00219150354323208
"Tegillarca granosa","Philippines","bottom trawl","Industrial",2016,0.00201323127822769
"Tegillarca granosa","Philippines","bottom trawl","Industrial",2017,0.0016482943605435
"Ranina ranina","Philippines","bottom trawl","Industrial",2014,0.00088435
"Hippocampus","Philippines","bottom trawl","Industrial",2014,0.000853738
"Ranina ranina","Philippines","bottom trawl","Industrial",2015,0.000724044648829947
"Ranina ranina","Philippines","bottom trawl","Industrial",2018,0.000711875544206055
"Hippocampus","Philippines","bottom trawl","Industrial",2015,0.000698981528540032
"Hippocampus","Philippines","bottom trawl","Industrial",2018,0.000687233131895735
"Ranina ranina","Philippines","bottom trawl","Industrial",2016,0.000592797620598625
"Hippocampus","Philippines","bottom trawl","Industrial",2016,0.00057227767324918
"Ranina ranina","Philippines","bottom trawl","Industrial",2017,0.000485341642335548
"Hippocampus","Philippines","bottom trawl","Industrial",2017,0.000468541330389016
"Lampris guttatus","Philippines","bottom trawl","Industrial",2014,0.000374148
"Lampris guttatus","Philippines","bottom trawl","Industrial",2015,0.000306326426660336
"Lampris guttatus","Philippines","bottom trawl","Industrial",2018,0.000301177978032901
"Lampris guttatus","Philippines","bottom trawl","Industrial",2016,0.000250798865987304
"Lampris guttatus","Philippines","bottom trawl","Industrial",2017,0.000205336744420889
